;Cardiac Myocyte;CD133+ stem cells - adult bone marrow derived;CD133+ stem cells - cord blood derived;CD14+ monocyte derived endothelial progenitor cells;CD14+ Monocytes;CD14+ CD16- Monocytes;CD14+ CD16+ Monocytes;CD14- CD16+ Monocytes;CD19+ B Cells;CD34 cells differentiated to erythrocyte lineage;CD34+ Progenitors;CD34+ stem cells - adult bone marrow derived;CD4+ T Cells;CD4+CD25+CD45RA- memory regulatory T cells;CD4+CD25+CD45RA+ naive regulatory T cells;CD4+CD25-CD45RA- memory conventional T cells;CD4+CD25-CD45RA+ naive conventional T cells;CD8+ T Cells;Chondrocyte;chorionic membrane cells;Ciliary Epithelial Cells;common myeloid progenitor CMP;Corneal Epithelial Cells;Dendritic Cells - monocyte immature derived;Dendritic Cells - plasmacytoid;Endothelial Cells - Aortic;Endothelial Cells - Artery;Endothelial Cells - Lymphatic;Endothelial Cells - Microvascular;Endothelial Cells - Thoracic;Endothelial Cells - Umbilical vein;Endothelial Cells - Vein;Eosinophils;Esophageal Epithelial Cells;Fibroblast - Aortic Adventitial;Fibroblast - Cardiac;Fibroblast - Choroid Plexus;Fibroblast - Conjunctival;Fibroblast - Dermal;Fibroblast - Gingival;Fibroblast - Lung;Fibroblast - Lymphatic;Fibroblast - Mammary;Fibroblast - Periodontal Ligament;Fibroblast - Pulmonary Artery;Fibroblast - skin;Fibroblast - Villous Mesenchymal;gamma delta positive T cells;Gingival epithelial cells;granulocyte macrophage progenitor;Hair Follicle Dermal Papilla Cells;Hair Follicle Outer Root Sheath Cells;Hepatic Sinusoidal Endothelial Cells;Hepatic Stellate Cells (lipocyte);Hepatocyte;immature langerhans cells;Intestinal epithelial cells (polarized);Iris Pigment Epithelial Cells;Keratinocyte - epidermal;Keratinocyte - oral;Keratocytes;Lens Epithelial Cells;Macrophage - monocyte derived;Mallassez-derived cells;Mammary Epithelial Cell;Mast cell;mature adipocyte;Melanocyte;Meningeal Cells;mesenchymal precursor cell - adipose;mesenchymal precursor cell - bone marrow;mesenchymal precursor cell - cardiac;Mesenchymal stem cells - adipose;Mesenchymal Stem Cells - amniotic membrane;Mesenchymal Stem Cells - bone marrow;Mesenchymal stem cells - hepatic;Mesenchymal stem cells - umbilical;Mesenchymal Stem Cells - Vertebral;Mesenchymal Stem Cells - Wharton Jelly;Mesothelial Cells;migratory langerhans cells;Multipotent Cord Blood Unrestricted Somatic Stem Cells;Myoblast;nasal epithelial cells;Natural Killer Cells;Neural stem cells;Neurons;Neutrophil;Nucleus Pulposus Cell;Olfactory epithelial cells;Oligodendrocyte - precursors;Osteoblast;Pancreatic stromal cells;Pericytes;Perineurial Cells;Placental Epithelial Cells;Preadipocyte - breast;Preadipocyte - omental;Preadipocyte - perirenal;Preadipocyte - subcutaneous;Preadipocyte - visceral;promyelocytes;Prostate Epithelial Cells;Prostate Stromal Cells;Renal Cortical Epithelial Cells;Renal Epithelial Cells;Renal Glomerular Endothelial Cells;Renal Mesangial Cells;Renal Proximal Tubular Epithelial Cell;Retinal Pigment Epithelial Cells;salivary acinar cells;Schwann Cells;Sebocyte;Sertoli Cells;Skeletal Muscle Cells;Skeletal muscle cells differentiated into Myotubes;Skeletal Muscle Satellite Cells;Small Airway Epithelial Cells;Smooth muscle cells - airway;Smooth Muscle Cells - Aortic;Smooth Muscle Cells - Bladder;Smooth Muscle Cells - Brachiocephalic;Smooth Muscle Cells - Brain Vascular;Smooth Muscle Cells - Bronchial;Smooth Muscle Cells - Carotid;Smooth Muscle Cells - Colonic;Smooth Muscle Cells - Coronary Artery;Smooth Muscle Cells - Esophageal;Smooth Muscle Cells - Internal Thoracic Artery;Smooth Muscle Cells - Intestinal;Smooth Muscle Cells - Prostate;Smooth Muscle Cells - Pulmonary Artery;Smooth Muscle Cells - Subclavian Artery;Smooth Muscle Cells - Tracheal;Smooth Muscle Cells - Umbilical artery;Smooth Muscle Cells - Umbilical Vein;Smooth Muscle Cells - Uterine;Synoviocyte;tenocyte;Trabecular Meshwork Cells;Tracheal Epithelial Cells;Urothelial cells;Adipocyte - breast;Adipocyte - omental;Adipocyte - perirenal;Adipocyte - subcutaneous;Alveolar Epithelial Cells;Amniotic Epithelial Cells;amniotic membrane cells;Anulus Pulposus Cell;Astrocyte - cerebellum;Astrocyte - cerebral cortex;Basophils;tpm.Bronchial%20Epithelial%20Cell%2c%20donor4.CNhs12054.11453-119A4;tpm.Bronchial%20Epithelial%20Cell%2c%20donor5.CNhs12058.11457-119A8;tpm.Bronchial%20Epithelial%20Cell%2c%20donor6.CNhs12062.11461-119B3;tpm.Bronchial%20Epithelial%20Cell%2c%20donor1.CNhs11327.11511-119G8;tpm.Bronchial%20Epithelial%20Cell%2c%20donor2.CNhs12085.11591-120G7;tpm.Bronchial%20Epithelial%20Cell%2c%20donor3.CNhs12623.11672-122G7;tpm.Bronchial%20Epithelial%20Cell%2c%20donor7.CNhs12642.11769-123I5
chr19:58331088..58331106,+;8.416033869;10.86321626;9.596285742;9.966404128;5.101207736;9.29394769;6.189766206;7.607955205;22.98915556;9.377749892;9.570225487;18.87628712;23.26043027;18.82379117;29.55592387;20.42920013;24.46480217;22.40127148;13.22107188;9.919265907;11.65114206;43.65666663;16.41234687;4.58083273;27.84848436;11.52669602;7.506069749;12.56735387;5.575731502;11.18273191;12.94297702;8.345734;0.439268058;24.89997164;11.5295978;12.56727695;10.65453298;9.570796231;13.12822104;13.53938421;11.52874905;12.4426566;6.512168586;11.99533762;7.032795356;10.72864652;10.53870015;24.73425957;13.3443402;26.40096153;10.85773139;9.00028376;6.623842251;10.19071067;20.66328706;12.77271877;31.48504027;7.720551463;14.74818457;8.703313845;11.59945204;10.72940109;7.995934725;11.44869891;9.841547027;15.19618149;9.000549507;6.597806446;14.30055929;12.29414519;11.49105414;9.454101179;9.640724353;5.24772804;12.33777578;10.36639989;10.36031526;8.813426831;16.93459476;7.545269416;12.67103422;10.87027873;11.49895088;8.752990388;20.46329855;11.31932784;8.696905857;6.374198033;8.228012699;8.509032133;5.074633304;10.53290191;11.90305518;8.800922077;8.404083816;6.762366375;8.023020151;9.093722283;8.905083987;8.641608917;10.72791066;41.31242354;17.35581413;10.78631083;6.244456979;9.738745244;6.563180894;5.64254162;9.35828886;12.76460745;15.93736894;8.131059012;14.79514667;13.78754459;11.43755541;9.118316881;14.80649432;11.15080902;11.74827714;11.9097572;3.732558626;11.0973422;9.486486487;13.24230459;8.441082777;12.77195514;7.634520571;9.679808662;9.536786897;10.49918435;9.498472862;7.73378968;10.65056298;8.633042325;6.379779646;8.956851663;7.913463426;7.325703368;8.200564436;10.44827257;9.379860669;11.82508101;7.652844322;9.791057066;6.106369669;8.47553842;11.79715476;9.375904112;8.550033513;6.823394627;13.18346481;12.27739188;10.65368425;9.194212245;14.75909002;15.52966843;14.61754646;11.96704922;36.50229333;12.49343458
chr19:58361185..58361235,+;1.704064038;2.936004393;0;7.51587736;8.862694572;8.023637246;5.904284453;5.87688739;7.408176061;9.968075158;8.649904521;4.645254144;9.000419639;8.589920428;10.32970466;8.440158411;9.885537538;6.276345838;3.115071547;3.501250096;10.63269685;7.483999993;4.50963673;6.848434972;5.762647775;6.389268261;4.125674968;12.71557261;5.935346043;9.310216545;6.949051679;7.628613143;7.856418458;0.145364684;2.961834563;3.729392583;4.336871415;3.218114066;2.661080668;4.183053065;3.243243383;1.389240123;3.361812943;3.287690989;3.402965495;3.862022729;3.71747787;8.909118968;5.045719586;5.109863523;1.932273912;1.986227489;2.54422686;3.117985637;5.98128717;10.86542722;12.91378605;7.205848033;1.798050627;1.388826677;2.098955103;4.27414187;5.192433518;7.113229309;2.014817018;11.61457727;3.28639194;4.111364476;3.792379526;2.344911122;2.632973218;2.526435809;2.177403229;0.398907175;3.813142663;3.137290402;1.629350629;4.540250186;4.007423188;3.591394524;7.417806512;1.772433957;5.099136154;2.166787305;6.56363542;4.874185986;4.667389059;18.67122608;4.064139261;3.639371987;5.638481449;4.295997666;4.257297109;3.94290493;3.948297454;3.278331423;1.759186041;2.329335777;1.484180664;2.170050228;4.103783425;8.268925826;6.726370668;2.95068012;4.186827697;5.82419558;3.678456245;5.954617429;6.005946075;5.25525897;4.621994309;3.309871461;3.16918425;0.803419649;2.780453191;2.921239533;4.815254044;3.06221159;4.951760915;3.303628984;1.244186209;3.190089005;3.705964581;2.263315828;2.10727568;3.712099574;3.617893386;2.630614082;4.300471373;2.264529957;3.811333075;4.037665268;4.116660229;3.136382097;2.222417329;3.881926257;3.095967376;2.603841642;2.761380582;4.557973921;1.951095436;2.845295161;2.679613132;1.779936263;2.617015572;0.297635167;3.064811377;6.898719322;4.227927979;3.886811884;4.153354839;10.23084958;5.790742289;3.677684898;0.903617756;1.848770051;4.497706602;7.180229534;9.125573331;2.748555607
chr19:58427951..58427984,-;2.38889103;5.578408347;19.19257148;14.18420662;9.827506835;9.154726319;5.417494388;6.487963111;13.29696284;9.904811796;10.61168449;6.688553901;11.98395966;9.770053219;14.36659382;12.53413454;13.58798899;11.21731444;6.445790281;5.182426921;5.292422547;9.978666657;2.088133533;8.859247655;8.950221017;2.939828999;1.714009372;8.335405038;3.317579919;2.134370623;4.807424012;1.487785245;14.39503274;0.581458736;3.481428283;4.852645717;5.878774389;4.651430025;3.220568154;5.635612312;5.215062621;1.628779504;1.166798386;4.558728665;2.722372396;5.632530354;2.599624379;8.592647573;4.958439089;5.109863523;2.911670994;2.836862747;4.596350084;2.624900109;6.752955322;11.13984125;12.54482073;3.774491827;2.014175603;4.073891587;3.019211607;3.733425587;7.485281581;3.872084162;2.374478522;11.45956594;5.684463882;3.077645596;4.45667141;5.115998491;4.339938221;4.057805525;2.16247601;2.901641185;2.634539942;4.113615688;3.351283465;4.006103105;5.946498925;4.772761578;6.007686205;4.883607208;6.63849605;3.973611249;5.912019377;10.98457403;7.418746746;27.32178658;4.906502217;3.852419635;3.383088869;4.426062146;4.952366025;3.322300903;4.015847012;3.783544042;4.246419361;7.081109482;1.484180664;3.00040877;3.10408042;9.541068261;5.554637204;3.572075196;2.24472142;2.763780891;3.425731493;2.426043174;2.384770753;3.73515115;6.594033534;1.919937376;2.365683599;4.306473221;2.465987994;3.199816168;4.407430224;4.211945438;6.367609888;2.853777185;12.44186209;5.253737333;6.789609896;4.017000078;1.428394789;4.402133866;2.713613478;3.95659656;2.551351836;2.058663597;4.205547102;2.373045144;3.197998266;3.829228178;3.012966765;2.345572911;4.258174449;3.682078053;3.511973919;3.779335272;1.281877332;3.767334854;3.578221201;4.674666567;7.851046717;1.88907544;2.163786943;5.472911703;6.380976717;3.699131702;4.189839516;6.987811913;7.830094413;1.838842449;1.204823675;1.109262031;2.998471068;1.196704922;18.25114666;2.748555607
chr19:58459047..58459083,-;3.713030832;17.61602636;57.57771445;3.227293616;1.034828993;0.994379507;1.830585938;1.784564213;13.50922309;2.669103092;12.77416062;11.2326204;6.631494478;4.38131328;8.026246432;6.35147753;7.91261982;7.209042802;3.581963108;4.529904012;3.683531632;29.14122312;2.203076142;1.82317903;15.47697813;3.463191159;1.784177529;4.5399841;3.022421528;2.134370623;3.400571791;0.743892622;6.920444362;12.06289022;2.879358143;4.351558795;3.277369421;2.164359554;3.200284218;3.663300561;4.467454995;1.031603973;4.311984252;3.236878493;2.722372396;4.102955662;1.698930048;7.838697433;2.700004382;10.86603015;2.300052501;4.565578683;0.492103636;1.379554595;1.172642638;7.383318424;1.106895947;2.230381534;2.197092745;6.296014271;2.497034388;3.474391006;2.145718499;2.884351635;3.548098964;7.796382297;3.535977534;3.420343454;3.342072754;2.18714449;2.630350082;2.820416934;2.095969183;2.50273401;1.978894092;4.029182012;1.718764684;2.403661863;2.843977747;3.164545242;4.377736242;6.152038994;2.571917167;3.487545631;5.143861004;8.747456185;10.62137769;0.470180765;4.32286488;2.610877993;1.691544435;3.25294636;3.127810121;3.159460871;3.537140498;3.785442207;3.280385174;3.026029021;2.968361329;1.830433383;1.99186732;10.42716437;3.400565397;2.398969961;1.342322194;1.975158044;2.521851194;1.820636887;1.000318798;2.612402637;6.554740595;1.563879985;3.700146073;1.606839298;3.837509648;2.240841138;3.187098541;4.336696985;3.003542116;1.910918039;2.488372417;3.242877346;3.586283362;2.479449326;9.110824766;2.691414079;1.993848806;2.827358396;2.576510022;1.646930878;3.019111895;1.049965877;3.741119528;2.248777274;2.678365935;2.232269766;2.324414146;3.336881588;1.976969516;2.903744017;3.700152024;3.097091535;3.059180963;4.735703524;6.106369669;3.079616109;0.805979574;3.00022283;7.304872186;3.844879549;3.148384317;4.881739962;4.093558028;0.919421224;2.40964735;3.327786092;2.248853301;2.393409845;18.25114666;3.748030374
chr19:58514129..58514205,-;3.808735224;9.101613619;19.19257148;8.034262163;2.170882838;2.158584457;1.896994285;4.228740654;12.20142602;4.811144279;10.53212637;7.576208293;6.326451121;3.801390105;9.19446671;4.534194024;8.426387256;8.096723651;3.569765334;3.700241687;5.487107026;11.22599999;2.014117891;5.155668735;4.763584374;2.841141506;2.803569423;6.702836143;4.776185399;2.907104677;3.806100945;5.442316406;4.342273993;0.581458736;3.779619511;4.586190336;4.358070104;5.088533933;3.616880942;5.207021767;7.27605526;2.963770597;0.81675887;4.717039874;1.361186198;4.880098616;5.70743768;5.65774679;3.598913942;10.82090693;3.187133343;1.882799302;3.858194629;4.808229616;6.461117643;4.395611028;7.133329436;3.774491827;4.028026153;3.425772471;3.099011825;5.578521149;3.881114016;3.096012148;2.208572977;7.372209331;4.179728175;3.408518345;3.618366097;3.024452287;5.276438978;2.858543901;6.792927665;2.889802137;3.909193367;4.908833262;4.880329285;3.204882484;3.490336325;4.871214165;6.710990503;4.524169925;4.070141137;2.653905407;3.4216087;17.66834781;20.88175539;8.535561019;7.092650886;4.001311181;3.946937014;3.109806335;4.604831567;4.773032842;5.440809863;7.214879852;3.355610648;2.887891594;4.452541993;1.819748777;3.117495427;3.816427304;5.369829914;3.744685225;2.827782653;4.21118079;3.410977155;4.107178474;1.875018207;6.571359333;7.194541423;5.354457078;2.986892313;0.803419649;5.812978239;2.575212744;4.473909443;2.830390149;4.348126246;4.570104768;6.220931043;3.280758149;2.479299217;1.409601856;6.369241839;4.196652433;2.606504197;5.274053064;4.187824676;3.293861756;2.840216733;2.309537357;2.752144126;2.274336455;2.844143639;5.498335639;3.726032853;3.259146427;5.945538037;2.391975042;4.160989171;4.324308348;3.257070415;3.716892185;4.361692621;4.432157494;3.942678745;1.986538657;6.044688112;6.222483052;5.703154099;8.491789129;2.148919459;6.435948571;4.216882863;2.588278071;2.623662185;10.7703443;9.125573331;3.748030374
chr19:58609577..58609628,-;15.99377679;21.13923163;19.19257148;4.542074675;1.702200198;1.355746335;1.760250051;0.732899134;24.11358876;0.130717726;31.91821331;14.29664865;10.67112718;2.805201634;17.19478173;5.50703649;13.96425826;13.3418166;10.27029229;19.153481;16.4737471;45.35655644;21.36526354;6.381658868;5.316646219;4.155272312;2.590529375;9.053827993;4.611708334;3.608230872;8.636586657;2.898124761;8.245279929;13.0893443;11.11351319;8.507203426;15.40481853;21.54234924;7.442434426;14.56009891;15.08968477;12.51319863;9.518772236;13.41708382;7.940252821;6.281529859;12.1188255;8.93585735;5.078041991;15.9409081;15.57702779;22.25586164;12.98648421;16.7642372;6.835257912;14.80610394;0;7.720551463;7.169676146;11.11061342;26.07541301;12.24799349;2.927273009;4.756117347;4.385530308;28.02935873;13.99940924;5.893152085;8.824222391;5.252878958;7.011731567;6.905067587;9.686676697;12.74409102;15.92076857;20.46453893;20.79900038;11.48416223;5.687955493;24.35033173;7.131609795;14.84094156;10.18906285;13.57932598;7.984184336;20.19383134;33.19751145;8.752968934;32.11076911;16.25136546;11.2769629;12.54746027;11.81617157;33.93032353;8.861648866;16.90267417;11.21190371;8.211674084;10.38926465;5.543010458;3.743922556;5.724640957;13.84115845;14.56563371;12.35199037;13.6424052;16.38994151;18.80586487;14.50432859;15.74992801;9.985435868;15.66927817;10.3942952;13.20879464;17.33628563;13.45902734;11.49900223;13.72475441;15.65945922;5.83932398;16.17442071;9.788799263;9.880301912;20.68065257;16.5881589;9.843508025;12.29600754;12.72533413;4.897214869;3.499728116;11.65476686;6.829862021;4.554270288;16.29139348;2.88440639;17.54256496;7.628404558;16.01267815;14.23993009;32.49336136;5.933571689;19.06932297;11.15001016;9.756539918;11.34040081;10.73306302;28.99697279;15.66012901;25.36234657;28.62322931;25.73069424;16.26968436;4.451208395;8.27479102;4.518088782;12.20188234;21.73891524;46.67149197;54.75343999;12.24356589
chr19:58694421..58694485,+;8.379969794;7.046410544;0;5.452858329;16.4880854;3.549919447;4.925464729;6.483271593;1.694630362;3.95519256;4.605206542;2.602415076;1.197982357;0.653322466;1.781362855;0.992893084;1.693720866;0.78583675;2.764539835;6.735560434;2.630003788;3.741999996;5.112469441;11.19312729;0.238490624;5.043941843;4.914514299;3.723506052;5.318366688;5.963840928;1.951505739;2.815232401;6.51341099;11.38343458;3.719227012;4.272452266;3.039175723;4.099241195;3.259777614;5.312301024;5.514138439;3.149060948;4.031235844;3.712999442;5.444744792;2.574440726;3.001285795;1.4110944;9.188984611;2.980753722;6.625050063;4.951846013;3.120039175;1.794185096;8.20300789;19.06700121;7.256317874;3.088220585;9.397425338;4.722010703;5.344696668;2.549904344;4.840450146;6.538506415;10.51361008;8.504191328;2.4910879;4.486498812;3.196693509;2.520371604;1.646453804;2.70735642;4.276494423;4.316944632;3.691364195;5.025928555;3.973367681;2.403661863;4.524510052;7.39369611;2.792457409;2.012058812;4.341891894;14.80295738;1.525221544;5.270790631;5.260211123;10.6311428;3.545818765;5.049273769;5.638481449;3.87674372;3.909762651;4.658714789;3.113654927;3.984578143;1.694081467;1.709826348;2.968361329;2.662651913;3.529369976;2.54428487;9.882890784;4.406202964;4.373919835;1.975158044;2.760137382;4.725985794;4.376555893;4.387576965;3.33189394;3.114542967;7.880440642;0.803419649;3.228769522;3.898911378;2.1378272;10.63064985;5.256206601;8.562206535;3.732558626;7.321294467;4.353175709;3.719173989;8.971658;3.379704378;6.972138265;2.703336438;13.12768233;4.117327195;3.320478813;3.456255822;8.14043489;1.696453165;7.585684091;5.532128767;4.072081143;4.280153632;1.350885656;3.486968551;9.730506739;8.797514772;4.188100628;2.112178449;2.617015572;3.946235777;4.584835695;4.198189438;3.7834921;2.521320698;2.240527435;4.386353693;4.844981633;4.597106122;8.433765726;14.4204064;3.748088835;13.16375415;9.125573331;8.245666822
chr19:58740266..58740297,+;5.242948005;10.86321626;28.78885723;2.308189568;0.638820939;1.357600558;1.406643809;1.513924469;7.481396432;10.36861034;11.39367917;11.03485199;5.003449458;3.650661519;4.452042879;6.121179505;7.128272275;5.321253525;6.727718956;4.507314864;5.427828958;22.90455646;8.38832108;2.598065026;2.652980984;6.963389773;5.506316595;7.680381447;7.945494789;5.518154133;6.361633574;6.484713912;0.439268058;3.29601996;3.454089626;6.80670417;4.39164131;3.688140792;6.467001446;5.87789795;5.121849067;6.195876706;3.011773427;4.626891731;4.877583876;6.889212505;5.057961387;5.102482236;5.576717423;9.207865531;4.137459076;6.395604977;3.799117008;5.63450836;3.795337843;5.956821603;6.272410366;5.66173774;3.592423835;3.518360916;6.355828903;6.45513053;3.359452157;7.042674879;6.08918243;3.373523412;2.349805709;4.054982927;6.129945718;5.31962241;7.204441967;6.303577017;6.030311584;5.767765225;4.539234163;5.821132812;5.032423381;4.807323726;4.912325199;6.945431468;6.719058534;7.110538416;5.67409375;9.074125603;2.86046533;5.270790631;5.928021173;0.345346261;4.253399831;5.636814403;6.202329594;4.742603811;5.64743494;5.880635573;4.925680026;3.986789977;3.561045269;5.195700639;13.35762598;4.541587932;5.192236008;0;7.057072241;4.096851242;3.389059067;4.938569933;6.346381999;5.765003463;4.42822509;8.836270675;6.582406753;4.857420266;5.509602946;7.006107144;7.862606201;4.541211622;5.557193588;4.007348043;6.784703903;5.664539578;4.976744835;6.340771722;4.419163369;4.358918467;6.998608682;4.387393063;6.854243437;3.69995479;6.209146069;5.970124433;5.277355165;5.921163676;5.720191435;3.78906029;6.557018348;6.477389843;5.367063195;4.616291039;4.356505391;4.528435468;7.270040129;5.880866581;5.219753858;6.925108696;8.723385241;5.833271454;2.529227159;3.853170886;6.815743089;6.593782111;5.313914432;8.401484648;1.370622864;9.194212245;8.734971645;8.134588224;4.497706602;10.7703443;9.125573331;6.246717289
chr19:58790030..58790060,-;1.952219808;2.055203075;0;2.468686582;0.516817781;0.632566824;0.917073174;2.496109;4.678987745;2.909450756;2.442730412;1.713378618;3.098149191;2.707536295;3.734466853;3.16722514;2.744762916;6.451040741;2.205847954;0.649342074;1.902940541;0;0.858674545;0.87852822;0.552974762;2.562053711;1.528061766;2.298871883;2.04828799;3.533415085;2.886769414;0.927094366;0.439268058;0.72682342;1.443292151;2.115925987;0.737284614;2.0485827;2.861646996;2.042138255;1.009450406;4.953532092;1.79758631;2.554285938;1.474618381;1.222426805;2.256505706;3.592045043;0.693077443;0.42582196;1.349726768;3.094374301;4.330408499;3.191855929;0.655218144;0.224973892;1.106895947;4.803898688;0.676642515;0.833296006;2.996143111;1.608170975;0.770111915;1.604111156;1.094083202;2.920265337;0.538336129;1.660619343;3.834677972;2.486648879;2.167688104;1.077937144;5.177131419;2.612024971;5.023333132;1.081166903;2.451552142;1.602441242;1.034173726;3.693427576;1.443369196;1.747681497;1.134926384;0.168144422;2.715682219;1.540030454;0.279193776;0.138138504;4.366093666;1.754083331;1.12769629;1.061997693;1.390137831;3.945335164;2.462254052;1.109501687;1.338195899;1.045790578;1.484180664;1.586023237;2.230587999;2.745573411;1.424268572;1.660474421;0.836276298;2.477451582;4.58213682;3.695804179;2.865003165;2.556309016;1.57197909;2.705143605;1.182757712;2.699633923;2.11401609;1.967354083;2.549128788;0.749762557;2.028928506;1.359015092;4.976744835;2.158732321;2.548910628;4.189041274;1.152665936;1.638482643;5.129971273;2.40392104;1.484816335;0.823465439;1.888722473;2.71703094;3.415302826;0.57778514;1.846803785;2.746004623;1.587712014;2.233638695;0.958680123;7.865179251;1.142902388;3.58571562;2.176783967;2.7497497;4.361692621;0.297635167;2.584871377;2.899920855;1.513967361;3.515512825;4.482216673;1.726870978;1.519082401;3.677684898;1.204823675;1.479016041;1.124426651;3.590114767;9.125573331;0.999474766
chr19:58816765..58816782,+;1.757147575;3.816805711;0;2.972951716;16.32239982;8.075489006;8.510620077;5.670579061;8.192934932;7.303163069;23.62451948;4.282525167;11.02988476;7.825417137;7.590387354;12.69649802;13.09563288;9.711256332;2.225863128;1.797484123;2.072813447;17.91522314;5.044942953;4.716812707;4.204240535;3.1018461;4.105143446;2.909177925;1.660587516;3.642430838;3.877120765;3.970909641;30.03225978;2.714561224;2.465506324;4.31040097;1.817985297;2.312367294;2.685796064;1.892402131;2.509393488;1.702225954;2.545054072;2.314861819;4.31042296;2.353323414;2.205435017;7.447084715;2.520802003;1.277465881;3.00689324;2.708106971;3.100149408;2.843677195;5.209619018;3.698462545;7.62528319;2.573517154;2.988785651;1.018472897;5.963920362;2.76951042;4.297740961;4.383412588;2.777204367;9.015061096;2.107155653;3.193987131;3.070393387;3.999843299;4.530025485;4.551882017;3.445357358;1.571950602;4.241196257;1.474695229;2.732170873;0.534147081;2.714706031;4.774281981;2.131487415;2.466556064;2.413626047;2.183379937;21.53340282;2.556408951;4.018754835;21.31484769;0.878334705;1.403180991;3.946937014;2.586185792;1.129486988;1.875950576;1.063729752;3.38225515;3.280385174;2.084528634;0;3.531869092;3.147263601;0;5.031918987;2.387232027;1.639491133;2.024334267;4.830995581;1.987866812;2.725412441;3.189833738;2.365474128;1.823982277;3.781431229;0;2.295527509;2.923269391;1.456081543;3.544374341;2.837195428;4.390665449;1.244186209;4.348137553;1.471347992;1.751520246;7.894565475;1.390936756;6.123216436;1.933411129;7.251873643;2.676262677;1.822865647;2.686231079;4.254286168;2.866484927;5.18461044;0.910664656;2.02297141;2.606410288;2.305297117;1.604999148;3.798019221;2.896000026;1.673954802;3.250392748;2.617015572;2.332508763;5.14036563;1.941213051;1.964741791;1.736790245;2.382284644;3.086979263;17.48531622;7.355369796;3.915676944;5.176556142;3.373279952;1.196704922;9.125573331;1.749080841
chr19:58838239..58838311,-;10.69900028;23.48803515;9.596285742;6.671745833;4.142279212;4.847934843;5.486233633;3.597874425;5.756257141;10.41930069;18.92256657;13.40991564;9.989906227;9.087722214;12.06450161;11.65862928;10.26836744;7.349707731;10.66044103;7.258333139;12.7865262;16.6678898;14.27544808;1.644684369;8.228554233;8.151102411;8.1416085;8.855058405;14.08316853;11.99928972;7.353265072;6.946480131;6.099346226;13.62017389;7.813063322;8.4613575;11.31080358;8.280644493;9.738924569;9.039931015;6.533306423;14.41656912;5.090108145;7.046480442;8.393981554;8.768679184;8.329544735;13.10229459;11.67448979;26.8672018;8.062700694;19.15936951;16.82478907;12.68744044;4.393242298;3.17186129;6.149421927;10.63720424;6.44862194;8.79590229;11.27578742;12.80559986;3.167619931;20.84829211;5.558211729;4.863428328;7.924650363;8.828326183;7.429528637;9.146643781;14.05273843;11.3220875;14.60746478;10.13206605;15.49983444;12.98079968;21.16339181;17.8939272;8.790476672;16.18878876;2.65604024;8.093790298;8.817877223;11.22564615;4.268710319;16.62104389;31.96901895;9.340233973;20.33861013;4.035744669;11.84081104;11.90509097;9.209663134;24.11797649;9.766794194;18.15993524;10.81731061;8.919809731;25.2310713;7.122351707;8.13117789;26.5467641;12.74022765;8.772009928;11.38346822;13.96508882;13.5727595;15.88526239;6.475712716;13.32684877;15.23427323;17.52654883;12.84473524;4.595848196;10.61221388;10.78792149;9.901825627;10.78554606;19.44689028;10.35016961;23.63953796;15.01050226;13.50279255;10.46070117;7.323851583;11.19623014;16.60146121;12.80665434;11.49738244;5.558391713;9.63101402;7.00383748;14.80261915;13.65285334;12.6561266;11.57031669;5.313744867;8.312611293;11.97596575;13.07530076;5.399552758;14.16960855;12.61322102;14.92568572;17.44677048;16.78299194;17.27770707;16.23147266;10.60936349;20.4042394;20.05082099;21.05355506;5.691184029;18.38842449;5.722912457;4.806802132;34.1076084;40.68796736;36.50229333;14.24251542
