"FF ontology id","Name","Sample category"
"10093-102C3","salivary gland, adult, pool1","tissues"
"10096-102C6","testis, adult, pool2","tissues"
"10100-102D1","uterus, adult, pool1","tissues"
"10150-102I6","medial frontal gyrus, adult, donor10252","tissues"
"10151-102I7","amygdala, adult, donor10252","tissues"
"10152-102I8","putamen, adult, donor10252","tissues"
"10153-102I9","hippocampus, adult, donor10252","tissues"
"10154-103A1","thalamus, adult, donor10252","tissues"
"10155-103A2","medulla oblongata, adult, donor10252","tissues"
"10156-103A3","medial temporal gyrus, adult, donor10252","tissues"
"10157-103A4","parietal lobe, adult, donor10252","tissues"
"10158-103A5","substantia nigra, adult, donor10252","tissues"
"10159-103A6","spinal cord, adult, donor10252","tissues"
"10160-103A7","pineal gland, adult, donor10252","tissues"
"10161-103A8","globus pallidus, adult, donor10252","tissues"
"10162-103A9","pituitary gland, adult, donor10252","tissues"
"10163-103B1","occipital cortex, adult, donor10252","tissues"
"10164-103B2","caudate nucleus, adult, donor10252","tissues"
"10165-103B3","locus coeruleus, adult, donor10252","tissues"
"10166-103B4","cerebellum, adult, donor10252","tissues"
"10167-103B5","amygdala - adult, donor10196","tissues"
"10168-103B6","thalamus - adult, donor10196","tissues"
"10169-103B7","hippocampus - adult, donor10196","tissues"
"10170-103B8","medial frontal gyrus - adult, donor10196","tissues"
"10171-103B9","parietal lobe - adult, donor10196","tissues"
"10172-103C1","occipital cortex - adult, donor10196","tissues"
"10173-103C2","cerebellum - adult, donor10196","tissues"
"10174-103C3","medulla oblongata - adult, donor10196","tissues"
"10175-103C4","globus pallidus - adult, donor10196","tissues"
"10176-103C5","putamen, adult, donor10196","tissues"
"10177-103C6","caudate nucleus - adult, donor10196","tissues"
"10178-103C7","substantia nigra - adult, donor10196","tissues"
"10179-103C8","pineal gland - adult, donor10196","tissues"
"10180-103C9","pituitary gland - adult, donor10196","tissues"
"10181-103D1","spinal cord - adult, donor10196","tissues"
"10182-103D2","locus coeruleus - adult, donor10196","tissues"
"10183-103D3","medial temporal gyrus - adult, donor10196","tissues"
"10184-103D4","adipose, donor1","tissues"
"10185-103D5","adipose, donor2","tissues"
"10186-103D6","adipose, donor3","tissues"
"10187-103D7","adipose, donor4","tissues"
"10188-103D8","cerebral meninges, adult","tissues"
"10189-103D9","appendix, adult","tissues"
"10190-103E1","artery, adult","tissues"
"10191-103E2","vein, adult","tissues"
"10192-103E3","bone marrow, adult","tissues"
"10193-103E4","diencephalon, adult","tissues"
"10195-103E6","olfactory region, adult","tissues"
"10196-103E7","ductus deferens, adult","tissues"
"10197-103E8","epididymis, adult","tissues"
"10198-103E9","gall bladder, adult","tissues"
"10199-103F1","parotid gland, adult","tissues"
"10200-103F2","penis, adult","tissues"
"10201-103F3","seminal vesicle, adult","tissues"
"10202-103F4","submaxillary gland, adult","tissues"
"10203-103F5","tongue, adult","tissues"
"10204-103F6","vagina, adult","tissues"
"10205-103F7","heart - mitral valve, adult","tissues"
"10206-103F8","heart - pulmonic valve, adult","tissues"
"10207-103F9","heart - tricuspid valve, adult","tissues"
"10209-103G2","throat, adult","tissues"
"10268-104D7","eye - vitreous humor, donor1","tissues"
"10272-104E2","eye - muscle inferior rectus, donor1","tissues"
"10277-104E7","optic nerve, donor1","tissues"
"10282-104F3","skeletal muscle - soleus muscle, donor1","tissues"
"10286-104F7","Skin - palm, donor1","tissues"
"10288-104F9","tongue epidermis (fungiform papillae), donor1","tissues"
"10292-104G4","achilles tendon, donor2","tissues"
"10294-104G6","cerebrospinal fluid, donor2","tissues"
"10295-104G7","cruciate ligament, donor2","tissues"
"10297-104G9","eye - muscle superior, donor2","tissues"
"10298-104H1","eye - muscle lateral, donor2","tissues"
"10299-104H2","eye - muscle medial, donor2","tissues"
"10301-104H4","Fingernail (including nail plate, eponychium and hyponychium), donor2","tissues"
"10319-105A4","Urethra, donor2","tissues"
"10352-105E1","medial frontal gyrus, newborn, donor10223","tissues"
"10353-105E2","medial temporal gyrus, newborn, donor10223","tissues"
"10354-105E3","caudate nucleus, newborn, donor10223","tissues"
"10355-105E4","occipital cortex, newborn, donor10223","tissues"
"10356-105E5","parietal lobe, newborn, donor10223","tissues"
"10357-105E6","cerebellum, newborn, donor10223","tissues"
"10358-105E7","substantia nigra, newborn, donor10223","tissues"
"10359-105E8","spinal cord, newborn, donor10223","tissues"
"10360-105E9","amygdala, newborn, donor10223","tissues"
"10361-105F1","medulla oblongata, newborn, donor10223","tissues"
"10362-105F2","locus coeruleus, newborn, donor10223","tissues"
"10363-105F3","hippocampus, newborn, donor10223","tissues"
"10364-105F4","globus pallidus, newborn, donor10223","tissues"
"10365-105F5","putamen, newborn, donor10223","tissues"
"10366-105F6","thalamus, newborn, donor10223","tissues"
"10367-105F7","globus pallidus, adult, donor10258","tissues"
"10368-105F8","medial frontal gyrus, adult, donor10258","tissues"
"10369-105F9","spinal cord, adult, donor10258","tissues"
"10370-105G1","thalamus, adult, donor10258","tissues"
"10371-105G2","substantia nigra, adult, donor10258","tissues"
"10372-105G3","putamen, adult, donor10258","tissues"
"10373-105G4","parietal cortex, adult, donor10258","tissues"
"10374-105G5","hippocampus, adult, donor10258","tissues"
"10375-105G6","locus coeruleus, adult, donor10258","tissues"
"10376-105G7","medial temporal gyrus, adult, donor10258","tissues"
"10377-105G8","pineal gland, adult, donor10258","tissues"
"10378-105G9","pituitary gland, adult, donor10258","tissues"
"10379-105H1","caudate nucleus, adult, donor10258","tissues"
"10399-106A3","acute myeloid leukemia (FAB M5) cell line:THP-1 (fresh)","cell lines"
"10400-106A4","acute myeloid leukemia (FAB M5) cell line:THP-1 (revived)","cell lines"
"10405-106A9","acute myeloid leukemia (FAB M5) cell line:THP-1 (thawed)","cell lines"
"10408-106B3","lung adenocarcinoma cell line:PC-14","cell lines"
"10409-106B4","chronic myelogenous leukemia cell line:KU812","cell lines"
"10410-106B5","extraskeletal myxoid chondrosarcoma cell line:H-EMC-SS","cell lines"
"10411-106B6","renal cell carcinoma cell line:OS-RC-2","cell lines"
"10412-106B7","malignant trichilemmal cyst cell line:DJM-1","cell lines"
"10413-106B8","glioma cell line:GI-1","cell lines"
"10414-106B9","maxillary sinus tumor cell line:HSQ-89","cell lines"
"10415-106C1","gall bladder carcinoma cell line:TGBC2TKB","cell lines"
"10416-106C2","chronic lymphocytic leukemia (T-CLL) cell line:SKW-3","cell lines"
"10417-106C3","papillotubular adenocarcinoma cell line:TGBC18TKB","cell lines"
"10418-106C4","transitional-cell carcinoma cell line:5637","cell lines"
"10419-106C5","breast carcinoma cell line:MDA-MB-453","cell lines"
"10420-106C6","colon carcinoma cell line:COLO-320","cell lines"
"10421-106C7","adult T-cell leukemia cell line:ATN-1","cell lines"
"10422-106C8","Burkitt's lymphoma cell line:DAUDI","cell lines"
"10423-106C9","choriocarcinoma cell line:BeWo","cell lines"
"10424-106D1","splenic lymphoma with villous lymphocytes cell line:SLVL","cell lines"
"10425-106D2","astrocytoma cell line:TM-31","cell lines"
"10426-106D3","epidermoid carcinoma cell line:A431","cell lines"
"10427-106D4","b cell line:RPMI1788","cell lines"
"10428-106D5","anaplastic carcinoma cell line:8305C","cell lines"
"10429-106D6","acute lymphoblastic leukemia (T-ALL) cell line:HPB-ALL","cell lines"
"10430-106D7","non T non B acute lymphoblastic leukemia (ALL) cell line:P30/OHK","cell lines"
"10431-106D8","epidermoid carcinoma cell line:Ca Ski","cell lines"
"10432-106D9","bile duct carcinoma cell line:HuCCT1","cell lines"
"10433-106E1","giant cell carcinoma cell line:Lu99B","cell lines"
"10434-106E2","oral squamous cell carcinoma cell line:Ca9-22","cell lines"
"10435-106E3","Hodgkin's lymphoma cell line:HD-Mar2","cell lines"
"10436-106E4","signet ring carcinoma cell line:Kato III","cell lines"
"10437-106E5","papillary adenocarcinoma cell line:8505C","cell lines"
"10438-106E6","ductal cell carcinoma cell line:KLM-1","cell lines"
"10439-106E7","prostate cancer cell line:PC-3","cell lines"
"10441-106E9","synovial sarcoma cell line:HS-SY-II","cell lines"
"10442-106F1","schwannoma cell line:HS-PSS","cell lines"
"10443-106F2","epithelioid sarcoma cell line:HS-ES-1","cell lines"
"10444-106F3","glioblastoma cell line:A172","cell lines"
"10448-106F7","endometrial stromal sarcoma cell line:OMC-9","cell lines"
"10449-106F8","cord blood derived cell line:COBL-a untreated","cell lines"
"10450-106F9","embryonic kidney cell line: HEK293/SLAM untreated","cell lines"
"10451-106G1","embryonic kidney cell line: HEK293/SLAM infection, 24hr","cell lines"
"10452-106G2","cord blood derived cell line:COBL-a 24h infection(-C)","cell lines"
"10453-106G3","cord blood derived cell line:COBL-a 24h infection","cell lines"
"10454-106G4","chronic myelogenous leukemia cell line:K562","cell lines"
"10455-106G5","acute lymphoblastic leukemia (B-ALL) cell line:BALL-1","cell lines"
"10457-106G7","squamous cell lung carcinoma cell line:LC-1F","cell lines"
"10463-106H4","squamous cell carcinoma cell line:EC-GI-10","cell lines"
"10464-106H5","acute lymphoblastic leukemia (T-ALL) cell line:Jurkat","cell lines"
"10465-106H6","melanoma cell line:G-361","cell lines"
"10469-106I1","rectal cancer cell line:TT1TKB","cell lines"
"10470-106I2","gall bladder carcinoma cell line:TGBC14TKB","cell lines"
"10471-106I3","renal cell carcinoma cell line:TUHR10TKB","cell lines"
"10474-106I6","myeloma cell line:PCM6","cell lines"
"10475-106I7","retinoblastoma cell line:Y79","cell lines"
"10476-106I8","Burkitt's lymphoma cell line:RAJI","cell lines"
"10477-106I9","rhabdomyosarcoma cell line:RMS-YM","cell lines"
"10482-107A5","breast carcinoma cell line:MCF7","cell lines"
"10483-107A6","signet ring carcinoma cell line:NUGC-4","cell lines"
"10484-107A7","hepatoma cell line:Li-7","cell lines"
"10485-107A8","glioblastoma cell line:T98G","cell lines"
"10486-107A9","squamous cell lung carcinoma cell line:EBC-1","cell lines"
"10487-107B1","giant cell carcinoma cell line:LU65","cell lines"
"10488-107B2","ductal cell carcinoma cell line:MIA Paca2","cell lines"
"10490-107B4","prostate cancer cell line:DU145","cell lines"
"10492-107B6","transitional-cell carcinoma cell line:JMSU1","cell lines"
"10493-107B7","mesothelioma cell line:ACC-MESO-1","cell lines"
"10494-107B8","mesothelioma cell line:ACC-MESO-4","cell lines"
"10495-107B9","epithelioid sarcoma cell line:HS-ES-2R","cell lines"
"10496-107C1","bile duct carcinoma cell line:TFK-1","cell lines"
"10497-107C2","endometrial carcinoma cell line:OMC-2","cell lines"
"10499-107C4","lung adenocarcinoma cell line:A549","cell lines"
"10501-107C6","squamous cell lung carcinoma cell line:RERF-LC-AI","cell lines"
"10508-107D4","neuroblastoma cell line:CHP-134","cell lines"
"10509-107D5","large cell lung carcinoma cell line:IA-LM","cell lines"
"10510-107D6","osteosarcoma cell line:143B/TK^(-)neo^(R)","cell lines"
"10513-107D9","colon carcinoma cell line:CACO-2","cell lines"
"10514-107E1","melanoma cell line:COLO 679","cell lines"
"10534-107G3","acute lymphoblastic leukemia (B-ALL) cell line:NALM-6","cell lines"
"10536-107G5","cholangiocellular carcinoma cell line:HuH-28","cell lines"
"10539-107G8","neuroblastoma cell line:NB-1","cell lines"
"10541-107H1","small cell lung carcinoma cell line:LK-2","cell lines"
"10544-107H4","oral squamous cell carcinoma cell line:SAS","cell lines"
"10545-107H5","oral squamous cell carcinoma cell line:HSC-3","cell lines"
"10549-107H9","gastric cancer cell line:AZ521","cell lines"
"10550-107I1","oral squamous cell carcinoma cell line:HO-1-u-1","cell lines"
"10552-107I3","cervical cancer cell line:D98-AH2","cell lines"
"10553-107I4","cervical cancer cell line:ME-180","cell lines"
"10555-107I6","neuroblastoma cell line:NH-12","cell lines"
"10558-107I9","osteosarcoma cell line:HS-Os-1","cell lines"
"10560-108A2","gastric cancer cell line:GSS","cell lines"
"10562-108A4","small cell lung carcinoma cell line:WA-hT","cell lines"
"10563-108A5","xeroderma pigentosum b cell line:XPL 17","cell lines"
"10568-108B1","mesenchymal stem cell line:Hu5/E18","cell lines"
"10569-108B2","leiomyoma cell line:10964C","cell lines"
"10570-108B3","leiomyoma cell line:15242A","cell lines"
"10571-108B4","leiomyoma cell line:15425","cell lines"
"10589-108D4","argyrophil small cell carcinoma cell line:TC-YIK","cell lines"
"10590-108D5","testicular germ cell embryonal carcinoma cell line:NEC8","cell lines"
"10591-108D6","testicular germ cell embryonal carcinoma cell line:NEC14","cell lines"
"10593-108D8","testicular germ cell embryonal carcinoma cell line:NEC15","cell lines"
"10597-108E3","Wilms' tumor cell line:HFWT","cell lines"
"10600-108E6","myxofibrosarcoma cell line:MFH-ino","cell lines"
"10603-108E9","embryonic pancreas cell line:2C6","cell lines"
"10604-108F1","embryonic pancreas cell line:1B2C6","cell lines"
"10605-108F2","embryonic pancreas cell line:1C3D3","cell lines"
"10606-108F3","embryonic pancreas cell line:1C3IKEI","cell lines"
"10607-108F4","neuroblastoma cell line:NBsusSR","cell lines"
"10609-108F6","small-cell gastrointestinal carcinoma cell line:ECC4","cell lines"
"10610-108F7","small cell gastrointestinal carcinoma cell line:ECC10","cell lines"
"10612-108F9","gastric adenocarcinoma cell line:MKN45","cell lines"
"10614-108G2","gastric adenocarcinoma cell line:MKN1","cell lines"
"10615-108G3","gastrointestinal carcinoma cell line:ECC12","cell lines"
"10616-108G4","squamous cell carcinoma cell line:T3M-5","cell lines"
"10618-108G6","choriocarcinoma cell line:T3M-3","cell lines"
"10624-108H3","granulosa cell tumor cell line:KGN","cell lines"
"10631-108I1","diffuse large B-cell lymphoma cell line:CTB-1","cell lines"
"10633-108I3","hepatoblastoma cell line:HuH-6","cell lines"
"10636-108I6","clear cell carcinoma cell line:TEN","cell lines"
"10637-108I7","neuroectodermal tumor cell line:FU-RPNT-1","cell lines"
"10638-108I8","clear cell carcinoma cell line:JHOC-5","cell lines"
"10639-108I9","serous adenocarcinoma cell line:JHOS-2","cell lines"
"10642-109A3","carcinosarcoma cell line:JHUCS-1","cell lines"
"10643-109A4","endometrioid adenocarcinoma cell line:JHUEM-1","cell lines"
"10646-109A7","squamous cell carcinoma cell line:JHUS-nk1","cell lines"
"10647-109A8","lens epithelial cell line:SRA 01/04","cell lines"
"10648-109A9","mucinous adenocarcinoma cell line:JHOM-1","cell lines"
"10663-109C6","neuroectodermal tumor cell line:FU-RPNT-2","cell lines"
"10684-109E9","myxofibrosarcoma cell line:NMFH-1","cell lines"
"10686-109F2","bone marrow stromal cell line:StromaNKtert","cell lines"
"10687-109F3","Krukenberg tumor cell line:HSKTC","cell lines"
"10688-109F4","glassy cell carcinoma cell line:HOKUG","cell lines"
"10689-109F5","mixed mullerian tumor cell line:HTMMT","cell lines"
"10691-109F7","meningioma cell line:HKBMM","cell lines"
"10692-109F8","large cell non-keratinizing squamous carcinoma cell line:SKG-II-SF","cell lines"
"10693-109F9","serous cystadenocarcinoma cell line:HTOA","cell lines"
"10694-109G1","tridermal teratoma cell line:HGRT","cell lines"
"10695-109G2","sacrococcigeal teratoma cell line:HTST","cell lines"
"10696-109G3","mesodermal tumor cell line:HIRS-BM","cell lines"
"10697-109G4","peripheral neuroectodermal tumor cell line:KU-SN","cell lines"
"10698-109G5","pancreatic carcinoma cell line:NOR-P1","cell lines"
"10699-109G6","acute myeloid leukemia (FAB M7) cell line:M-MOK","cell lines"
"10700-109G7","chondrosarcoma cell line:SW 1353","cell lines"
"10702-109G9","basal cell carcinoma cell line:TE 354.T","cell lines"
"10703-109H1","carcinoid cell line:NCI-H1770","cell lines"
"10704-109H2","osteoclastoma cell line:Hs 706.T","cell lines"
"10705-109H3","Ewing's sarcoma cell line:Hs 863.T","cell lines"
"10706-109H4","pleomorphic hepatocellular carcinoma cell line:SNU-387","cell lines"
"10707-109H5","transitional cell carcinoma cell line:Hs 769.T","cell lines"
"10708-109H6","alveolar cell carcinoma cell line:SW 1573","cell lines"
"10709-109H7","bronchioalveolar carcinoma cell line:NCI-H358","cell lines"
"10710-109H8","bronchogenic carcinoma cell line:ChaGo-K-1","cell lines"
"10711-109H9","fibrous histiocytoma cell line:GCT TIB-223","cell lines"
"10712-109I1","hairy cell leukemia cell line:Mo","cell lines"
"10715-109I4","bronchioalveolar carcinoma cell line:NCI-H650","cell lines"
"10717-109I6","acantholytic squamous carcinoma cell line:HCC1806","cell lines"
"10718-109I7","biphenotypic B myelomonocytic leukemia cell line:MV-4-11","cell lines"
"10719-109I8","carcinoid cell line:SK-PN-DW","cell lines"
"10721-110A1","leiomyoblastoma cell line:G-402","cell lines"
"10722-110A2","leiomyosarcoma cell line:Hs 5.T","cell lines"
"10723-110A3","pharyngeal carcinoma cell line:Detroit 562","cell lines"
"10726-110A6","liposarcoma cell line:SW 872","cell lines"
"10727-110A7","lymphangiectasia cell line:DS-1","cell lines"
"10728-110A8","neuroepithelioma cell line:SK-N-MC","cell lines"
"10729-110A9","neurofibroma cell line:Hs 53.T","cell lines"
"10730-110B1","non-small cell lung cancer cell line:NCI-H1385","cell lines"
"10732-110B3","pagetoid sarcoma cell line:Hs 925.T","cell lines"
"10735-110B6","carcinoid cell line:NCI-H727","cell lines"
"10737-110B8","spindle cell sarcoma cell line:Hs 132.T","cell lines"
"10742-110C4","lung adenocarcinoma, papillary cell line:NCI-H441","cell lines"
"10744-110C6","mycosis fungoides, T cell lymphoma cell line:HuT 102 TIB-162","cell lines"
"10752-110D5","leukemia, chronic megakaryoblastic cell line:MEG-01","cell lines"
"10758-110E2","fibrosarcoma cell line:HT-1080","cell lines"
"10759-110E3","medulloblastoma cell line:ONS-76","cell lines"
"10760-110E4","bronchial squamous cell carcinoma cell line:KNS-62","cell lines"
"10764-110E8","acute myeloid leukemia (FAB M5) cell line:NOMO-1","cell lines"
"10765-110E9","acute myeloid leukemia (FAB M2) cell line:NKM-1","cell lines"
"10766-110F1","chronic myelogenous leukemia (CML) cell line:MEG-A2","cell lines"
"10770-110F5","acute myeloid leukemia (FAB M5) cell line:P31/FUJ","cell lines"
"10772-110F7","myelodysplastic syndrome cell line:SKM-1","cell lines"
"10774-110F9","neuroectodermal tumor cell line:TASK1","cell lines"
"10775-110G1","lymphoma, malignant, hairy B-cell cell line:MLMA","cell lines"
"10776-110G2","thyroid carcinoma cell line:KHM-5M","cell lines"
"10777-110G3","NK T cell leukemia cell line:KHYG-1","cell lines"
"10778-110G4","hepatic mesenchymal tumor cell line:LI90","cell lines"
"10781-110G7","somatostatinoma cell line:QGP-1","cell lines"
"10782-110G8","liposarcoma cell line:KMLS-1","cell lines"
"10783-110G9","thyroid carcinoma cell line:TCO-1","cell lines"
"10784-110H1","mucinous cystadenocarcinoma cell line:MCAS","cell lines"
"10785-110H2","choriocarcinoma cell line:SCH","cell lines"
"10786-110H3","testicular germ cell embryonal carcinoma cell line:ITO-II","cell lines"
"10787-110H4","rhabdomyosarcoma cell line:KYM-1","cell lines"
"10788-110H5","acute myeloid leukemia (FAB M2) cell line:Kasumi-1","cell lines"
"10789-110H6","acute myeloid leukemia (FAB M0) cell line:Kasumi-3","cell lines"
"10790-110H7","teratocarcinoma cell line:NCC-IT-A3","cell lines"
"10791-110H8","keratoacanthoma cell line:HKA-1","cell lines"
"10792-110H9","acute myeloid leukemia (FAB M2) cell line:Kasumi-6","cell lines"
"10795-110I3","anaplastic large cell lymphoma cell line:Ki-JK","cell lines"
"10796-110I4","adenocarcinoma cell line:IM95m","cell lines"
"10797-110I5","tubular adenocarcinoma cell line:SUIT-2","cell lines"
"10798-110I6","teratocarcinoma cell line:NCR-G1","cell lines"
"10800-110I8","small cell cervical cancer cell line:HCSC-1","cell lines"
"10801-110I9","chronic myeloblastic leukemia (CML) cell line:KCL-22","cell lines"
"10802-111A1","acute myeloid leukemia (FAB M7) cell line:MKPL-1","cell lines"
"10803-111A2","thymic carcinoma cell line:Ty-82","cell lines"
"10805-111A4","anaplastic squamous cell carcinoma cell line:RPMI 2650","cell lines"
"10807-111A6","teratocarcinoma cell line:PA-1","cell lines"
"10808-111A7","hereditary spherocytic anemia cell line:WIL2-NS","cell lines"
"10809-111A8","Wilms' tumor cell line:G-401","cell lines"
"10810-111A9","adrenal cortex adenocarcinoma cell line:SW-13","cell lines"
"10812-111B2","normal intestinal epithelial cell line:FHs 74 Int","cell lines"
"10813-111B3","normal embryonic palatal mesenchymal cell line:HEPM","cell lines"
"10815-111B5","epitheloid carcinoma cell line: HelaS3 ENCODE, biol_rep1","cell lines"
"10816-111B6","epitheloid carcinoma cell line: HelaS3 ENCODE, biol_rep2","cell lines"
"10817-111B7","epitheloid carcinoma cell line: HelaS3 ENCODE, biol_rep3","cell lines"
"10818-111B8","hepatocellular carcinoma cell line: HepG2 ENCODE, biol_rep1","cell lines"
"10819-111B9","hepatocellular carcinoma cell line: HepG2 ENCODE, biol_rep2","cell lines"
"10820-111C1","hepatocellular carcinoma cell line: HepG2 ENCODE, biol_rep3","cell lines"
"10821-111C2","B lymphoblastoid cell line: GM12878 ENCODE, biol_rep1","cell lines"
"10822-111C3","B lymphoblastoid cell line: GM12878 ENCODE, biol_rep2","cell lines"
"10823-111C4","B lymphoblastoid cell line: GM12878 ENCODE, biol_rep3","cell lines"
"10824-111C5","chronic myelogenous leukemia cell line:K562 ENCODE, biol_rep1","cell lines"
"10825-111C6","chronic myelogenous leukemia cell line:K562 ENCODE, biol_rep2","cell lines"
"10826-111C7","chronic myelogenous leukemia cell line:K562 ENCODE, biol_rep3","cell lines"
"10827-111C8","acute myeloid leukemia (FAB M0) cell line:KG-1","cell lines"
"10828-111C9","acute myeloid leukemia (FAB M1) cell line:HYT-1","cell lines"
"10829-111D1","acute myeloid leukemia (FAB M3) cell line:HL60","cell lines"
"10830-111D2","acute myeloid leukemia (FAB M4) cell line:FKH-1","cell lines"
"10831-111D3","acute myeloid leukemia (FAB M4) cell line:HNT-34","cell lines"
"10832-111D4","acute myeloid leukemia (FAB M4eo) cell line:EoL-1","cell lines"
"10833-111D5","acute myeloid leukemia (FAB M4eo) cell line:EoL-3","cell lines"
"10834-111D6","acute myeloid leukemia (FAB M5) cell line:U-937 DE-4","cell lines"
"10835-111D7","acute myeloid leukemia (FAB M6) cell line:EEB","cell lines"
"10836-111D8","acute myeloid leukemia (FAB M6) cell line:F-36E","cell lines"
"10837-111D9","acute myeloid leukemia (FAB M6) cell line:F-36P","cell lines"
"10838-111E1","medulloblastoma cell line:D283 Med","cell lines"
"10839-111E2","large cell lung carcinoma cell line:NCI-H460","cell lines"
"10840-111E3","plasma cell leukemia cell line:ARH-77","cell lines"
"10841-111E4","small cell lung carcinoma cell line:DMS 144","cell lines"
"10842-111E5","small cell lung carcinoma cell line:NCI-H82","cell lines"
"10843-111E6","merkel cell carcinoma cell line:MKL-1","cell lines"
"10844-111E7","merkel cell carcinoma cell line:MS-1","cell lines"
"10845-111E8","mesothelioma cell line:NCI-H28","cell lines"
"10846-111E9","mesothelioma cell line:NCI-H226","cell lines"
"10847-111F1","mesothelioma cell line:NCI-H2052","cell lines"
"10848-111F2","mesothelioma cell line:NCI-H2452","cell lines"
"10849-111F3","mesothelioma cell line:Mero-14","cell lines"
"10850-111F4","mesothelioma cell line:Mero-25","cell lines"
"10851-111F5","mesothelioma cell line:Mero-41","cell lines"
"10852-111F6","mesothelioma cell line:Mero-48a","cell lines"
"10853-111F7","mesothelioma cell line:Mero-82","cell lines"
"10854-111F8","mesothelioma cell line:Mero-83","cell lines"
"10855-111F9","mesothelioma cell line:Mero-84","cell lines"
"10856-111G1","mesothelioma cell line:Mero-95","cell lines"
"10857-111G2","mesothelioma cell line:No36","cell lines"
"10858-111G3","mesothelioma cell line:ONE58","cell lines"
"11207-116A1","Endothelial Cells - Aortic, donor0","primary cells"
