;celltypetarget2_donor1;celltypetarget2_donor2;celltypetarget2_donor3;celltype13_donor1;celltype13_donor2;celltype14_donor1;celltype15_donor1;celltype15_donor2;celltype15_donor3;celltype16_donor1;celltype16_donor2;celltype17_donor1;celltype17_donor2;celltype18_donor1;celltype19_donor1;celltype19_donor2;celltype19_donor3;celltype20_donor1;celltype20_donor2;celltype20_donor3;celltype20_donor4;celltype20_donor5;celltype21_donor1;celltype21_donor2;celltype22_donor1;celltype22_donor2;celltype23_donor1;celltype23_donor2
chr5:41925325..41925416,+;133.0927866;129.7331926;106.3421832;76.94967599;119.6242711;49.23436374;87.86328879;87.68681461;113.0441966;91.08912291;116.2317708;88.3043018;71.66904536;74.9213358;68.3435374;64.19460661;64.63833021;45.26133646;80.69313838;49.44440031;71.3694849;34.61266319;80.1220621;84.28515867;74.41359287;184.2344047;83.79654852;84.27371244
chr5:42175342..42175364,-;12.67550348;8.84544495;27.17633571;3.308815194;2.8702418;3.930672899;7.345071956;5.698206907;4.358781272;2.502359369;15.72381958;7.71372523;3.356186679;2.766080745;3.923614439;6.052833755;7.596923143;2.520807878;6.940808652;1.408926174;2.662079097;3.450005448;2.403661863;5.17086863;6.622642444;4.849748471;5.577729315;4.641469272
chr5:42175384..42175396,-;1.267550348;0.982827217;2.363159627;0.100528972;0.18517689;0.108602768;0.598513168;0.341233534;0.103252408;0.284377888;0.311749054;0.062672474;0;0.328017074;0.596056236;0.440970907;0.475503992;0;0.132969058;0.04249826;0.213782645;0.135655401;0.26707354;0.129271716;0.199945982;0;1.508056642;0.300989166
chr5:42235423..42235437,-;110.2768803;77.64335012;85.07374656;80.81894562;72.95969478;54.43429366;59.34778471;94.10151978;81.11860079;65.57936814;85.83321244;98.03205957;61.91233143;56.06829726;57.0163138;58.22840152;70.91069765;36.50477647;60.78055726;46.07071768;104.0605304;31.31611873;60.09154658;54.1648489;86.46531805;36.44973216;58.82105552;61.49029252
chr5:42423535..42423601,+;24.08345662;19.65654433;18.90527701;31.26267716;20.83240016;6.491046442;10.68424299;16.6815986;24.18414485;14.86179484;16.96477053;37.18564862;13.99323996;10.67512567;9.327674152;12.56766695;17.94445719;9.26542272;11.86066381;10.92156369;29.06494806;6.535426538;18.69514782;10.21246554;24.6416368;3.776029097;9.341419494;13.05605653
chr5:42423806..42423824,+;64.64506776;57.98680578;56.12504113;62.25405892;73.97816768;18.01564713;40.77838238;39.17619205;95.42142016;56.61502243;38.46046327;42.89607087;41.34569384;24.86427032;42.32021801;42.39421566;58.13289355;19.92446459;36.86432581;16.65928263;51.53256961;13.71863608;27.50857466;39.04005816;81.46840687;12.67690954;22.42572658;49.44958679
chr5:42423828..42423852,+;16.47815453;14.74240825;16.54211739;19.19685957;17.96215836;20.98963921;10.95346947;13.08546877;15.33602531;24.32712565;11.62487337;13.56536769;15.7329686;11.39840914;19.27566306;15.15364373;14.76550686;14.03319983;17.76139809;12.67751848;14.85449338;9.728382716;17.09270658;13.44425844;14.46200348;8.324408163;12.6922176;13.49819643
chr5:42423855..42423869,+;2.535100696;32.43329815;43.12766319;0;0.092588445;0.083783182;0.233831862;0.078001422;0;0;0.774137319;106.0528914;9.689323742;0.271738589;3.686278396;18.76087622;10.20329616;0.975575161;2.236795894;0.685688464;2.711093801;0;0;0.258543432;1.460410325;0.173997032;1.677373988;0.309794285
chr6:114292266..114292283,-;34.2238594;265.3633485;335.568667;0.408182168;0.18517689;1.041729969;3.953096007;0.082072335;0.245027506;0.285441294;9.49317777;403.7668052;69.28910613;1.768850369;93.7499886;262.5916297;116.1814264;9.790471777;28.67669992;4.724985213;42.45822209;2.440561874;2.136588323;3.748879757;5.935754078;2.0112197;23.01688898;1.862395172
chr6:114292284..114292359,-;2.535100696;2.94848165;1.77236972;0.137112401;0.092588445;0.874163605;0.988397193;0.543479331;0.309757225;0.471877796;6.502405709;2.150494034;1.148532125;1.010784529;0.533196494;1.369602257;0.53098268;1.431202987;1.837888719;0.816595852;2.603508146;2.29980552;0.534147081;1.421988873;1.059504758;1.279209442;1.388244214;1.207047952
chr6:114292476..114292491,-;10.14040279;29.4848165;10.63421832;0;0;1.05324217;1.105313124;0.209617478;0.893437875;0.09687798;0.108682553;2.719720012;0.353742815;0.231589242;0.695559437;0.210124637;0.683363343;1.153370473;0.918944359;0.346811296;5.837459266;0.612776288;0.26707354;0.775630295;0.691923521;0.197620156;1.05355939;0.352879062
chr6:114292651..114292667,+;83.65832298;101.2312033;61.44215029;8.048467833;1.574003568;6.916089002;3.626565407;7.451387676;16.98943031;6.877004901;2.255525786;8.468283349;5.271887669;2.871874641;5.681944132;4.178156817;5.12317666;25.72440977;8.282338284;4.515846926;27.95775453;7.995553025;3.739029565;4.912325199;15.20762023;3.753806206;4.23899002;5.167158404
chr6:114317080..114317129,+;8.872852438;14.74240825;12.40658804;0.694702054;0;0;0.039136231;0.049543721;0.660726027;0.569819181;0.03412966;0.425285713;0.107881596;0.306343298;0.184935287;0;0.133877048;0;0.132969058;0.130907388;1.973051854;1.241643797;0;0.129271716;0.825220843;0;0.119812428;0.213273414
chr6:11532480..11532521,+;17.74570488;7.862617733;11.81579813;0.073166857;0;0;0.078272463;0;0.368440156;0.157647067;0;0.201931341;0.034922491;0.182697051;0;0;0.095017748;0;0;0;0.844232279;0;0;0;0.524288267;0.04428828;0;0.096520871
chr6:11537910..11537953,+;26.61855731;49.14136083;33.67502468;20.87305309;12.68461699;32.89034029;30.7558773;12.63226252;15.93874019;14.93328461;10.34153154;18.28890273;25.49792302;32.73510054;21.86110254;20.53234408;26.48685545;60.30660932;25.75412016;37.24726701;40.77934759;44.91948132;13.08660348;22.36400683;29.52967226;12.86644827;21.16624777;18.76765564
chr6:116381918..116381977,-;1.267550348;0.982827217;0.590789907;0.2164268;0.092588445;0.539030879;0.311611562;0.205546564;0.19776914;0.157647067;0.337931071;0.139258868;0.278670491;0.468723121;1.307633946;1.667175436;0.402945067;1.803209449;0.785975301;0.873730865;1.117927931;0.682930971;0;0.775630295;0.724234249;0.173997032;0.574309679;0.401139497
chr6:116381992..116382006,-;3.802651045;3.931308867;5.907899067;0.429779829;0.18517689;0.43042811;0.507785482;0.148631162;0.819972479;0.089558523;0.189909826;0.641026952;0.102291948;0.342304556;1.584555389;1.831294796;0.670961517;0.162868092;0.531876233;0.824321502;3.461369449;2.27386237;0;2.973249462;0.925700635;0;0.933746962;0.780433918
chr6:72088507..72088517,-;2.535100696;6.879790517;2.953949533;0.457141944;0.18517689;0;0.155559399;0.078001422;1.30040072;0.374999816;0.091562698;0.188017421;0.419292481;0.501971282;0.489998963;0;0.533820306;0;0.918944359;0;2.389725501;0.539453454;0.26707354;0.258543432;1.56345698;0.153331876;0.119812428;0.281765522
chr6:72100551..72100554,-;1.267550348;0.982827217;2.363159627;0.143259943;0;0.083783182;0.038643468;0.049543721;0;0;0.068259321;0.062672474;0.154085088;0;0.262839724;0;0;0;0.132969058;0.128603687;0.416673646;0;0;0;0.357159814;0;0.813934535;0.068492108
chr6:72113252..72113256,-;702.2228929;627.0437642;414.7345145;839.9872577;122.4019245;151.8709728;174.032575;285.3702121;70.95111531;577.327932;196.9724669;15.27271946;449.4746418;68.78560853;414.4244111;352.6648113;223.5659051;781.5645538;323.4401383;176.7896919;239.8524758;492.0268874;149.0270355;314.3888127;236.9785051;91.28418729;293.7339907;784.8287354
chr6:72129842..72129883,-;49.43446358;33.41612537;51.39872188;8.131224936;8.518136955;5.66870979;4.97613022;5.924444306;5.347404893;5.450335683;26.24655021;192.7819069;7.661746158;4.836778879;8.189941401;6.022589018;6.545667207;13.21384887;6.190350497;6.307768889;14.79180765;16.89727319;4.273176646;7.62703123;7.9929944;24.10985356;4.429109957;3.921124994
chr6:72130512..72130519,-;6.337751741;5.8969633;3.54473944;0.76479514;0.740707561;6.799564398;6.094326986;0.049543721;2.801706402;3.723699548;0.239304674;4.119713776;10.863341;8.731923427;5.609620187;5.241917408;5.499758113;9.408844182;3.155740253;5.615814026;6.108437514;4.422368256;3.471956025;2.843977747;7.625919964;0.780643348;5.412361838;1.768024769
chr6:72130522..72130549,-;27.88610766;13.75958103;12.99737795;16.06822438;8.425548509;11.36753653;6.97100071;3.003475261;5.675968724;14.80049765;4.074939027;3.305091281;12.3613701;3.439431249;6.220710515;6.337291254;5.273449875;32.05544972;3.953554603;8.899772053;10.37863359;14.81496297;11.21708869;5.041596915;4.38075703;6.428318888;3.400303026;4.543267791
chr6:72313654..72313701,+;5.070201393;2.94848165;2.953949533;1.535819085;1.111061342;2.900847728;1.139521724;1.45587975;1.599624474;1.945090053;1.647596844;1.023039899;1.681482446;0.900128436;2.153432367;0.950322421;1.599355624;6.774324508;1.571950602;1.730557985;3.199920814;4.787747078;2.670735403;0.775630295;1.685286419;1.837618908;1.07831185;0.997942169
chr6:7237144..7237148,+;19.01325522;11.7939266;8.8618486;11.30007452;3.703537806;14.03830803;7.415432768;8.171010722;5.583027708;6.561060225;9.626211703;13.08840384;7.489184287;3.524710583;5.355292292;4.715835916;6.098814774;22.48155012;5.24772804;10.0663447;15.07637497;17.22492773;6.142691428;4.136694904;7.335408811;9.777047503;5.172736983;5.790376435
chr6:7251744..7251747,+;2.535100696;0.982827217;0.590789907;0.478275254;0.925884452;0.468555082;0.852127355;0.896155459;0.725455747;0.562499725;1.149700637;0.836553483;1.841841484;0.598339892;0.440247362;0.210124637;0.24581998;1.788282229;0.265938117;0.258402167;0.618195957;0.93542939;1.068294161;0;0.524795068;0.985539055;0.119812428;0.460826485
chr6:72596142..72596154,+;2.535100696;3.931308867;0.590789907;1.980201595;0.833296006;1.559924224;0.98642614;0.71649728;1.988224872;2.08445736;0.608943017;0.586990659;1.545638576;0.688797201;1.171487284;0.587961209;1.276663142;3.282870032;0.531876233;0.956632161;1.45017456;1.225552576;1.335367702;1.551260589;0.735669275;1.493177172;0.813934535;0.655884283
chr6:72596184..72596196,+;2.535100696;0.982827217;0.590789907;0;0.18517689;0;0.194202868;0.049543721;0;0.157647067;1.62804138;0.250689894;0.010582982;0.061823123;0.077904437;0.146990302;0.133033105;0;0.785975301;0.149298363;0.213782645;0;0;0.129271716;0.03332433;0.514715547;0;0.136984215
chr6:72596229..72596272,+;5.070201393;7.862617733;1.77236972;1.283191944;2.8702418;1.655219608;1.984121488;2.032657842;2.016898711;1.241220595;22.77108065;4.314305645;1.337195123;1.83338659;1.768506496;4.338968782;2.488169384;1.349768941;3.034610244;2.903957775;3.400101069;3.627248232;1.068294161;4.524510052;4.414588162;3.456740992;5.602481774;2.664203202
chr6:72596328..72596391,+;2.535100696;4.914136083;0.590789907;3.747816336;6.018248935;2.863157445;5.300625424;3.729913538;1.89370814;2.438437827;8.819866318;6.370060308;5.323029724;2.670394576;3.080757958;3.647399412;4.227330283;3.593678997;1.063752466;2.958997565;3.620675946;5.077870264;0.801220621;2.585434315;4.582730217;9.023948621;0.958499422;2.569228529
chr6:72596410..72596454,+;5.070201393;3.931308867;4.726319253;4.500235128;4.259068477;4.485591539;2.930425871;4.742171545;5.443941499;4.202408408;6.484979481;5.014570404;4.99012944;5.042080369;2.518424448;3.072974686;2.886707731;3.203623304;5.622957118;7.497292662;4.455378612;4.296020783;5.608544347;2.585434315;5.395469575;1.712822099;4.309297529;3.842214362
chr6:72596473..72596486,+;1.267550348;1.965654433;4.135529347;9.379365799;10.09214052;0.083783182;0.117408694;16.58524899;10.83076017;10.59955442;8.830023463;0.902480373;1.402640441;0.540704859;0;0;0;0;0;0.191796622;0.226036321;0;0.26707354;0;0.03332433;1.567769765;0;0
chr6:72596604..72596697,+;11.40795313;4.914136083;8.8618486;17.16237487;5.833072045;30.13705159;13.77076539;4.875981956;6.64108981;11.73621357;13.32244612;9.504410009;36.9844651;21.42060564;9.591476852;12.97740196;13.22325902;38.97811173;14.72678785;19.22399692;17.51376647;20.99412209;11.48416223;13.70280187;14.93285106;13.3948734;17.48076484;13.52521606
chr6:7287146..7287149,-;25.35100696;28.50198928;33.67502468;21.14246536;18.14733525;33.71083333;21.43349821;25.25387105;14.96556527;20.47599393;51.90480332;24.90629449;46.79713837;26.6889675;19.1034161;19.11283706;16.78359213;36.40471085;24.49820339;33.72201033;26.65197992;34.2178996;13.62075056;19.6493008;21.0486873;72.72847429;18.79475168;15.8632238
chr6:7288149..7288162,-;1.267550348;0.982827217;1.181579813;1.962223319;0.648119116;1.329411302;2.259261123;2.902116075;2.217356739;3.289444678;1.47003754;0.938944395;1.975055795;1.849515728;2.299755833;1.176891857;2.263318836;0.862798057;1.837888719;0.99341411;1.782427846;1.665048696;2.136588323;1.551260589;1.258943939;2.758997007;1.317936705;1.809026283
chr6:7288854..7288903,-;24.08345662;26.53633485;21.26843664;26.71889335;20.18428104;29.67869431;28.19878199;20.54962563;31.10835908;22.36981003;24.524833;23.87678069;34.80997782;20.49986387;24.42827321;27.47593677;28.49476898;36.08168753;23.16577329;19.79435178;32.0019696;37.12434163;27.50857466;30.12030977;32.43341907;39.91583295;25.26462277;22.47772542
chr6:7289309..7289345,-;1.267550348;1.965654433;2.363159627;0.734359254;0.648119116;0;0.0777797;0.156002843;0.365751268;0.719083386;2.24324727;0.062672474;1.46547916;0.097784381;0.695559437;0.737574648;1.157870493;1.398226537;2.248634942;0.90125076;0.642709968;1.385121314;0.26707354;0.517086863;0.792403313;0.173997032;1.05355939;0.637266016
chr6:7289738..7289759,-;1.267550348;2.94848165;1.181579813;0.950786053;0.833296006;0.19238595;0.0777797;0.177088863;0.589727439;0.156583661;2.300688062;0.437072287;0.857543952;0.207143146;0.689005367;0.968420917;0.704191162;0;2.62386402;0.213600206;0.344500304;1.17931123;0;0.90490201;0.657585588;0.163763514;1.173371818;0.289562613
chr7:112063192..112063237,+;27.88610766;33.41612537;37.81055403;120.7242392;81.66300863;70.15337341;78.1086145;60.13032301;73.12942889;95.44074803;108.4019422;87.64382788;108.6502499;99.78000946;112.4178556;148.3082255;89.85774251;341.647111;196.21781;95.0681368;124.0684056;124.6652328;48.87445788;126.8155532;100.7996959;33.78574077;95.96001149;79.77130901
chr7:112090503..112090524,+;6.337751741;5.8969633;1.77236972;8.594816246;4.073891587;5.5507826;2.455234554;2.559083371;5.11066613;5.511142534;3.694533373;2.36210024;5.875304488;3.066146076;2.838532819;6.16003449;4.260101483;10.71015553;7.07377771;4.97317391;3.755486359;6.873920398;4.006103105;4.26596662;3.701788938;3.849829209;3.999365165;3.355510689
chr7:112090761..112090784,+;3011.699627;1907.667628;1436.801053;0;0;0;0;0;0;0;0;0;0.570241487;0;0;0;0;0;0;0;0.226036321;0;0;0;0;0;0;0
chr7:112100318..112100321,+;1.267550348;2.94848165;5.907899067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr7:112420996..112420999,-;17.74570488;21.62219877;18.31448711;39.33536115;62.03425826;15.57324487;41.50258437;34.1793254;44.52125535;64.7936569;47.04299408;25.06564493;28.49481763;35.56888773;32.12655067;27.35136524;29.38824602;21.87762907;31.14391678;15.19062326;35.08762981;12.31153423;45.13542832;31.41302693;19.92890261;64.15868163;32.54842841;35.89466088
chr7:112430427..112430466,-;7.605302089;4.914136083;6.498688973;23.87083949;29.7208909;26.33984514;37.03135485;10.39931283;23.61906711;20.53274902;24.50532082;6.772430395;28.45056904;28.08447347;24.93557801;27.34583379;26.59314409;38.2313608;26.61112975;33.62422491;37.72641506;34.21998695;26.17320695;24.82016943;34.70989496;21.90027479;34.81301492;18.16655092
chr7:112579802..112579825,-;29.15365801;31.45047093;26.5855458;23.23416507;22.22122684;18.16040098;15.73976735;21.06511984;17.74354151;24.96887413;21.24821355;21.51656134;23.39322909;13.44373051;13.92355248;14.87943704;16.67931813;20.66291308;9.479059808;21.66022673;21.8683916;21.40628626;27.7756482;13.18571501;16.00784525;25.61268328;9.986036682;13.92938075
chr7:112579828..112579854,-;1.267550348;12.77675382;5.31710916;15.7586351;18.33251214;10.86444485;8.816388546;0.127545142;11.9398827;12.5977301;1.634687863;1.721461584;11.52785243;9.251092621;2.291265208;4.104529938;3.407777222;11.21493965;11.28143138;12.07859759;15.59519947;12.73844506;11.75123578;1.809804021;4.803012244;0.876495458;27.24797926;2.551012914
chr7:112579869..112579947,-;2.535100696;2.94848165;1.181579813;0.496799144;1.203649787;1.245628121;1.024084082;2.343161931;1.492792084;1.922556669;2.676719107;1.003640192;2.296955339;0.221430628;0.482471315;1.031555252;1.404534416;2.694228553;0.531876233;1.6784666;0.095318662;1.211394157;1.068294161;1.551260589;0.768993605;6.773949346;0.599062139;0.472253037
chr7:112614228..112614232,+;11.40795313;14.74240825;8.8618486;6.221035163;4.907187593;30.33346893;13.1449423;16.93970407;4.106800276;7.982010643;31.51155685;4.807968277;24.73174237;12.93824225;12.3579467;26.22638747;18.15436069;23.66509297;15.51276315;23.67140233;4.030550702;15.36536112;16.02441242;17.06386648;13.21930832;45.74104402;17.88575717;8.221141757
chr7:112635675..112635720,-;5.070201393;10.81109938;2.953949533;41.11237531;72.21898722;24.08861128;13.46069646;7.219655155;31.90524197;92.07097094;28.52896422;1.742780592;23.81486177;5.770601031;9.882719787;11.80450176;7.288617593;13.74778873;8.137530177;19.45643475;2.866312154;17.92816276;13.62075056;13.83207359;8.481931131;46.27900737;11.70896572;5.396563065
chr7:1126437..1126458,+;206.6107068;124.8190565;186.6896105;22.20191047;10.64767119;44.96276707;35.74663428;196.5895509;23.02889551;20.90088001;14.1931562;30.79827798;44.14404615;27.90840972;25.33067008;34.11507803;34.85604881;57.10886513;51.51097985;37.70651088;34.79472435;66.65500409;24.57076571;25.72507144;49.41542418;45.28472301;40.91949887;29.04268811
chr7:1126745..1126763,+;1.267550348;1.965654433;1.77236972;3.113359178;2.407299574;2.261180008;1.623090013;0.913170566;1.04752863;0.935372729;0.790732814;1.171234858;2.647692339;1.421001175;1.313214438;0.612275416;0.643078509;7.327802219;0.785975301;2.418208539;0.915043589;3.120324694;1.602441242;0;0.300425775;1.807710835;0.119812428;0.854168891
chrX:99891832..99891852,-;6.337751741;0.982827217;0.590789907;0;0;0.777073039;0;0;0.312446113;0;0;0;0.010582982;0.182697051;0.049751601;0;0.076667031;0.162868092;0;0.04249826;0.047659331;0.395975936;0.26707354;0.129271716;0;0;0;0.059686988
chrX:99891861..99891872,-;13.94305383;0.982827217;10.63421832;0.374672511;0;2.742605786;0.310133273;0.637725712;0.047258366;0;0;1.599267031;1.384127809;2.272663307;0.702113508;0.419279836;0.322279385;13.11842229;2.514573059;2.238110805;3.544421119;15.28841728;0.801220621;0.129271716;0;0.054521798;1.148619358;0.26516331
chrX:99899180..99899210,+;2.535100696;1.965654433;0.590789907;0;0;0.276169132;0.347791215;4.687709375;0;0;0.637418825;1.33091648;0.764561526;0.222846398;0.127656038;0.674440312;0.226417694;2.76385739;0.265938117;0.582215086;0.665855288;0.197987968;0.801220621;0;0;0.252141954;0;0.304618626
chrX:99899256..99899263,+;24.08345662;24.57068042;17.13290729;0.036583428;0;6.553556311;1.217301424;265.2120132;0;0.24720559;7.925618101;53.77185187;17.98259523;3.510600767;2.932466131;1.468933585;0.932032234;62.93642055;2.103826835;7.621630558;3.581202123;6.785197692;2.937808944;0.387815147;0.066648661;1.920675773;0.359437283;1.907965863
chrX:99899397..99899408,+;5.070201393;2.94848165;5.31710916;2.581369656;4.814599148;5.178881396;3.516976579;2.301760037;2.745934439;4.343165365;13.2410768;2.291283905;7.234633991;7.37577425;3.075177466;3.030561983;3.467769889;1.919807264;4.340622729;4.121124036;2.866325471;4.389641814;2.403661863;4.783053483;3.232714306;6.487383616;5.267796951;3.856262347
chrX:99916957..99916958,+;7.605302089;10.81109938;9.452638507;4.692617374;3.333184026;10.25892113;3.700831422;5.0631279;3.557171241;3.746596939;43.53442176;2.868249811;11.05893879;11.27281967;5.395558486;4.422140491;6.102010769;5.912779078;10.10838795;8.150596292;5.505239272;8.625459358;3.471956025;5.817227209;4.879608384;11.52495558;5.222241902;4.703507763
chrX:99923320..99923325,-;2.535100696;11.7939266;13.58816785;0;0;0;0;345.6726178;0;0;43.1101546;2.297196397;0;0;0;0;0;0;0;0;0;0;0;0;0.03332433;176.8584059;0;0
chrX:99987088..99987141,-;2.535100696;4.914136083;4.726319253;0;0;0;0;25.99364222;0;0;0.192697534;0.835553206;0.017461245;0;0;0;0;0;0;0;0;0;0;0;0;2.257643839;0;0
